imgs,labels
../dataset/imagenet1k/train/n02410509/n02410509_724.JPEG,-100.0
../dataset/imagenet1k/train/n02113624/n02113624_7010.JPEG,-100.0
../dataset/imagenet1k/train/n01820546/n01820546_1281.JPEG,-100.0
../dataset/imagenet1k/train/n02129604/n02129604_7299.JPEG,-100.0
../dataset/imagenet1k/train/n01910747/n01910747_12016.JPEG,-100.0
../dataset/imagenet1k/train/n02364673/n02364673_1565.JPEG,-100.0
../dataset/imagenet1k/train/n02106662/n02106662_6954.JPEG,-100.0
../dataset/imagenet1k/train/n01632777/n01632777_14318.JPEG,-100.0
../dataset/imagenet1k/train/n02279972/n02279972_7374.JPEG,-100.0
../dataset/imagenet1k/train/n01632777/n01632777_13115.JPEG,-100.0
../dataset/imagenet1k/train/n01677366/n01677366_10509.JPEG,-100.0
../dataset/imagenet1k/train/n02423022/n02423022_821.JPEG,-100.0
../dataset/imagenet1k/train/n01882714/n01882714_5536.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_20195.JPEG,-100.0
../dataset/imagenet1k/train/n02219486/n02219486_21574.JPEG,-100.0
../dataset/imagenet1k/train/n02086240/n02086240_7357.JPEG,-100.0
../dataset/imagenet1k/train/n02114367/n02114367_9940.JPEG,-100.0
../dataset/imagenet1k/train/n02088238/n02088238_1372.JPEG,-100.0
../dataset/imagenet1k/train/n02128757/n02128757_4540.JPEG,-100.0
../dataset/imagenet1k/train/n01882714/n01882714_5873.JPEG,-100.0
../dataset/imagenet1k/train/n01770393/n01770393_21341.JPEG,-100.0
../dataset/imagenet1k/train/n02066245/n02066245_9679.JPEG,-100.0
../dataset/imagenet1k/train/n01514859/n01514859_836.JPEG,-100.0
../dataset/imagenet1k/train/n02219486/n02219486_15976.JPEG,-100.0
../dataset/imagenet1k/train/n01534433/n01534433_4154.JPEG,-100.0
../dataset/imagenet1k/train/n02096585/n02096585_353.JPEG,-100.0
../dataset/imagenet1k/train/n02094433/n02094433_3655.JPEG,-100.0
../dataset/imagenet1k/train/n02106662/n02106662_169.JPEG,-100.0
../dataset/imagenet1k/train/n01847000/n01847000_1664.JPEG,-100.0
../dataset/imagenet1k/train/n01910747/n01910747_1502.JPEG,-100.0
../dataset/imagenet1k/train/n02113799/n02113799_3650.JPEG,-100.0
../dataset/imagenet1k/train/n01784675/n01784675_1715.JPEG,-100.0
../dataset/imagenet1k/train/n02088238/n02088238_6429.JPEG,-100.0
../dataset/imagenet1k/train/n02113023/n02113023_5977.JPEG,-100.0
../dataset/imagenet1k/train/n02009912/n02009912_30126.JPEG,-100.0
../dataset/imagenet1k/train/n02098286/n02098286_3962.JPEG,-100.0
../dataset/imagenet1k/train/n02088238/n02088238_2260.JPEG,-100.0
../dataset/imagenet1k/train/n02317335/n02317335_18108.JPEG,-100.0
../dataset/imagenet1k/train/n02113799/n02113799_22368.JPEG,-100.0
../dataset/imagenet1k/train/n02088364/n02088364_1681.JPEG,-100.0
../dataset/imagenet1k/train/n02096585/n02096585_7022.JPEG,-100.0
../dataset/imagenet1k/train/n01694178/n01694178_4721.JPEG,-100.0
../dataset/imagenet1k/train/n02268443/n02268443_39474.JPEG,-100.0
../dataset/imagenet1k/train/n02106166/n02106166_11548.JPEG,-100.0
../dataset/imagenet1k/train/n02088238/n02088238_6707.JPEG,-100.0
../dataset/imagenet1k/train/n01986214/n01986214_9390.JPEG,-100.0
../dataset/imagenet1k/train/n02325366/n02325366_7614.JPEG,-100.0
../dataset/imagenet1k/train/n01820546/n01820546_7158.JPEG,-100.0
../dataset/imagenet1k/train/n01514859/n01514859_9484.JPEG,-100.0
../dataset/imagenet1k/train/n02094433/n02094433_3881.JPEG,-100.0
../dataset/imagenet1k/train/n02085620/n02085620_5126.JPEG,-100.0
../dataset/imagenet1k/train/n02398521/n02398521_8322.JPEG,-100.0
../dataset/imagenet1k/train/n02138441/n02138441_3934.JPEG,-100.0
../dataset/imagenet1k/train/n02102318/n02102318_8146.JPEG,-100.0
../dataset/imagenet1k/train/n01748264/n01748264_6251.JPEG,-100.0
../dataset/imagenet1k/train/n02346627/n02346627_6242.JPEG,-100.0
../dataset/imagenet1k/train/n02128757/n02128757_3217.JPEG,-100.0
../dataset/imagenet1k/train/n01748264/n01748264_13625.JPEG,-100.0
../dataset/imagenet1k/train/n01784675/n01784675_9529.JPEG,-100.0
../dataset/imagenet1k/train/n02395406/n02395406_178.JPEG,-100.0
../dataset/imagenet1k/train/n01443537/n01443537_9748.JPEG,-100.0
../dataset/imagenet1k/train/n01843383/n01843383_8329.JPEG,-100.0
../dataset/imagenet1k/train/n02091032/n02091032_9515.JPEG,-100.0
../dataset/imagenet1k/train/n02112018/n02112018_14044.JPEG,-100.0
../dataset/imagenet1k/train/n02094433/n02094433_13126.JPEG,-100.0
../dataset/imagenet1k/train/n02098286/n02098286_3951.JPEG,-100.0
../dataset/imagenet1k/train/n01443537/n01443537_7873.JPEG,-100.0
../dataset/imagenet1k/train/n02317335/n02317335_13470.JPEG,-100.0
../dataset/imagenet1k/train/n02109525/n02109525_10960.JPEG,-100.0
../dataset/imagenet1k/train/n02109525/n02109525_4169.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_5739.JPEG,-100.0
../dataset/imagenet1k/train/n02106550/n02106550_895.JPEG,-100.0
../dataset/imagenet1k/train/n02364673/n02364673_5256.JPEG,-100.0
../dataset/imagenet1k/train/n02009912/n02009912_1992.JPEG,-100.0
../dataset/imagenet1k/train/n02128385/n02128385_2931.JPEG,-100.0
../dataset/imagenet1k/train/n02317335/n02317335_3845.JPEG,-100.0
../dataset/imagenet1k/train/n01855672/n01855672_2333.JPEG,-100.0
../dataset/imagenet1k/train/n02108915/n02108915_5201.JPEG,-100.0
../dataset/imagenet1k/train/n01855672/n01855672_9428.JPEG,-100.0
../dataset/imagenet1k/train/n02102318/n02102318_14620.JPEG,-100.0
../dataset/imagenet1k/train/n02117135/n02117135_16546.JPEG,-100.0
../dataset/imagenet1k/train/n02410509/n02410509_4628.JPEG,-100.0
../dataset/imagenet1k/train/n02109525/n02109525_10805.JPEG,-100.0
../dataset/imagenet1k/train/n01986214/n01986214_25178.JPEG,-100.0
../dataset/imagenet1k/train/n01443537/n01443537_1298.JPEG,-100.0
../dataset/imagenet1k/train/n02119022/n02119022_179.JPEG,-100.0
../dataset/imagenet1k/train/n02108915/n02108915_9744.JPEG,-100.0
../dataset/imagenet1k/train/n01630670/n01630670_2392.JPEG,-100.0
../dataset/imagenet1k/train/n01847000/n01847000_16174.JPEG,-100.0
../dataset/imagenet1k/train/n02088094/n02088094_4138.JPEG,-100.0
../dataset/imagenet1k/train/n01632777/n01632777_18643.JPEG,-100.0
../dataset/imagenet1k/train/n02106166/n02106166_2595.JPEG,-100.0
../dataset/imagenet1k/train/n01616318/n01616318_13161.JPEG,-100.0
../dataset/imagenet1k/train/n01498041/n01498041_11783.JPEG,-100.0
../dataset/imagenet1k/train/n02117135/n02117135_4013.JPEG,-100.0
../dataset/imagenet1k/train/n02117135/n02117135_1029.JPEG,-100.0
../dataset/imagenet1k/train/n02007558/n02007558_11817.JPEG,-100.0
../dataset/imagenet1k/train/n02325366/n02325366_5825.JPEG,-100.0
../dataset/imagenet1k/train/n02398521/n02398521_14073.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_20913.JPEG,-100.0
../dataset/imagenet1k/train/n02110958/n02110958_10360.JPEG,-100.0
../dataset/imagenet1k/train/n02112137/n02112137_6781.JPEG,-100.0
../dataset/imagenet1k/train/n02066245/n02066245_7872.JPEG,-100.0
../dataset/imagenet1k/train/n01855672/n01855672_4638.JPEG,-100.0
../dataset/imagenet1k/train/n02099712/n02099712_6610.JPEG,-100.0
../dataset/imagenet1k/train/n01860187/n01860187_26959.JPEG,-100.0
../dataset/imagenet1k/train/n02106166/n02106166_13817.JPEG,-100.0
../dataset/imagenet1k/train/n02123045/n02123045_9647.JPEG,-100.0
../dataset/imagenet1k/train/n01784675/n01784675_3525.JPEG,-100.0
../dataset/imagenet1k/train/n02110958/n02110958_481.JPEG,-100.0
../dataset/imagenet1k/train/n02088364/n02088364_1901.JPEG,-100.0
../dataset/imagenet1k/train/n02009912/n02009912_452.JPEG,-100.0
../dataset/imagenet1k/train/n02114367/n02114367_3726.JPEG,-100.0
../dataset/imagenet1k/train/n02112018/n02112018_2938.JPEG,-100.0
../dataset/imagenet1k/train/n01531178/n01531178_5288.JPEG,-100.0
../dataset/imagenet1k/train/n02096585/n02096585_12581.JPEG,-100.0
../dataset/imagenet1k/train/n02268443/n02268443_1303.JPEG,-100.0
../dataset/imagenet1k/train/n01860187/n01860187_32214.JPEG,-100.0
../dataset/imagenet1k/train/n01514859/n01514859_3209.JPEG,-100.0
../dataset/imagenet1k/train/n02092339/n02092339_2115.JPEG,-100.0
../dataset/imagenet1k/train/n02410509/n02410509_3238.JPEG,-100.0
../dataset/imagenet1k/train/n02092339/n02092339_6190.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_4573.JPEG,-100.0
../dataset/imagenet1k/train/n01677366/n01677366_2151.JPEG,-100.0
../dataset/imagenet1k/train/n02112018/n02112018_10564.JPEG,-100.0
../dataset/imagenet1k/train/n02356798/n02356798_4471.JPEG,-100.0
../dataset/imagenet1k/train/n01531178/n01531178_9636.JPEG,-100.0
../dataset/imagenet1k/train/n02096585/n02096585_91.JPEG,-100.0
../dataset/imagenet1k/train/n02108915/n02108915_12319.JPEG,-100.0
../dataset/imagenet1k/train/n02268443/n02268443_23691.JPEG,-100.0
../dataset/imagenet1k/train/n02110958/n02110958_1500.JPEG,-100.0
../dataset/imagenet1k/train/n02219486/n02219486_24824.JPEG,-100.0
../dataset/imagenet1k/train/n01820546/n01820546_626.JPEG,-100.0
../dataset/imagenet1k/train/n01616318/n01616318_4175.JPEG,-100.0
../dataset/imagenet1k/train/n02097298/n02097298_8261.JPEG,-100.0
../dataset/imagenet1k/train/n02071294/n02071294_279.JPEG,-100.0
../dataset/imagenet1k/train/n02099712/n02099712_4110.JPEG,-100.0
../dataset/imagenet1k/train/n02206856/n02206856_4339.JPEG,-100.0
../dataset/imagenet1k/train/n01632777/n01632777_10015.JPEG,-100.0
../dataset/imagenet1k/train/n01494475/n01494475_9333.JPEG,-100.0
../dataset/imagenet1k/train/n01514859/n01514859_7906.JPEG,-100.0
../dataset/imagenet1k/train/n02410509/n02410509_1242.JPEG,-100.0
../dataset/imagenet1k/train/n02219486/n02219486_19906.JPEG,-100.0
../dataset/imagenet1k/train/n02128757/n02128757_999.JPEG,-100.0
../dataset/imagenet1k/train/n01784675/n01784675_14715.JPEG,-100.0
../dataset/imagenet1k/train/n02129165/n02129165_10239.JPEG,-100.0
../dataset/imagenet1k/train/n02395406/n02395406_9970.JPEG,-100.0
../dataset/imagenet1k/train/n01910747/n01910747_9583.JPEG,-100.0
../dataset/imagenet1k/train/n02364673/n02364673_42700.JPEG,-100.0
../dataset/imagenet1k/train/n02130308/n02130308_21867.JPEG,-100.0
../dataset/imagenet1k/train/n02009912/n02009912_79.JPEG,-100.0
../dataset/imagenet1k/train/n01820546/n01820546_4041.JPEG,-100.0
../dataset/imagenet1k/train/n02099601/n02099601_3652.JPEG,-100.0
../dataset/imagenet1k/train/n01860187/n01860187_33195.JPEG,-100.0
../dataset/imagenet1k/train/n02117135/n02117135_11496.JPEG,-100.0
../dataset/imagenet1k/train/n02051845/n02051845_211.JPEG,-100.0
../dataset/imagenet1k/train/n02325366/n02325366_6641.JPEG,-100.0
../dataset/imagenet1k/train/n01630670/n01630670_8966.JPEG,-100.0
../dataset/imagenet1k/train/n02092339/n02092339_6445.JPEG,-100.0
../dataset/imagenet1k/train/n02112137/n02112137_13628.JPEG,-100.0
../dataset/imagenet1k/train/n02226429/n02226429_12092.JPEG,-100.0
../dataset/imagenet1k/train/n02236044/n02236044_3517.JPEG,-100.0
../dataset/imagenet1k/train/n02129165/n02129165_23562.JPEG,-100.0
../dataset/imagenet1k/train/n02391049/n02391049_1076.JPEG,-100.0
../dataset/imagenet1k/train/n02363005/n02363005_18193.JPEG,-100.0
../dataset/imagenet1k/train/n02219486/n02219486_9115.JPEG,-100.0
../dataset/imagenet1k/train/n01833805/n01833805_3803.JPEG,-100.0
../dataset/imagenet1k/train/n02130308/n02130308_959.JPEG,-100.0
../dataset/imagenet1k/train/n01986214/n01986214_15373.JPEG,-100.0
../dataset/imagenet1k/train/n02123045/n02123045_2918.JPEG,-100.0
../dataset/imagenet1k/train/n01616318/n01616318_13943.JPEG,-100.0
../dataset/imagenet1k/train/n02356798/n02356798_2593.JPEG,-100.0
../dataset/imagenet1k/train/n02098286/n02098286_960.JPEG,-100.0
../dataset/imagenet1k/train/n02066245/n02066245_5932.JPEG,-100.0
../dataset/imagenet1k/train/n02165456/n02165456_8339.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_35954.JPEG,-100.0
../dataset/imagenet1k/train/n02077923/n02077923_12710.JPEG,-100.0
../dataset/imagenet1k/train/n02098286/n02098286_1377.JPEG,-100.0
../dataset/imagenet1k/train/n02112137/n02112137_6884.JPEG,-100.0
../dataset/imagenet1k/train/n01616318/n01616318_5011.JPEG,-100.0
../dataset/imagenet1k/train/n02088238/n02088238_3806.JPEG,-100.0
../dataset/imagenet1k/train/n02134084/n02134084_6845.JPEG,-100.0
../dataset/imagenet1k/train/n01843383/n01843383_459.JPEG,-100.0
../dataset/imagenet1k/train/n02112137/n02112137_5848.JPEG,-100.0
../dataset/imagenet1k/train/n02398521/n02398521_12062.JPEG,-100.0
../dataset/imagenet1k/train/n02129165/n02129165_7533.JPEG,-100.0
../dataset/imagenet1k/train/n02112018/n02112018_4999.JPEG,-100.0
../dataset/imagenet1k/train/n01820546/n01820546_4379.JPEG,-100.0
../dataset/imagenet1k/train/n02088466/n02088466_4953.JPEG,-100.0
../dataset/imagenet1k/train/n02051845/n02051845_11390.JPEG,-100.0
../dataset/imagenet1k/train/n01677366/n01677366_3790.JPEG,-100.0
../dataset/imagenet1k/train/n02123045/n02123045_13964.JPEG,-100.0
../dataset/imagenet1k/train/n01484850/n01484850_18618.JPEG,-100.0
../dataset/imagenet1k/train/n02099601/n02099601_5115.JPEG,-100.0
../dataset/imagenet1k/train/n02085620/n02085620_9128.JPEG,-100.0
../dataset/imagenet1k/train/n02226429/n02226429_24440.JPEG,-100.0
../dataset/imagenet1k/train/n01616318/n01616318_57023.JPEG,-100.0
../dataset/imagenet1k/train/n01986214/n01986214_9846.JPEG,-100.0
../dataset/imagenet1k/train/n01694178/n01694178_6261.JPEG,-100.0
../dataset/imagenet1k/train/n01498041/n01498041_20259.JPEG,-100.0
../dataset/imagenet1k/train/n02112137/n02112137_16623.JPEG,-100.0
../dataset/imagenet1k/train/n02108089/n02108089_13161.JPEG,-100.0
../dataset/imagenet1k/train/n02112137/n02112137_6334.JPEG,-100.0
../dataset/imagenet1k/train/n02099601/n02099601_1516.JPEG,-100.0
../dataset/imagenet1k/train/n02106166/n02106166_8292.JPEG,-100.0
../dataset/imagenet1k/train/n02098286/n02098286_76.JPEG,-100.0
../dataset/imagenet1k/train/n01910747/n01910747_1079.JPEG,-100.0
../dataset/imagenet1k/train/n02108915/n02108915_3640.JPEG,-100.0
../dataset/imagenet1k/train/n01484850/n01484850_10826.JPEG,-100.0
../dataset/imagenet1k/train/n02395406/n02395406_4635.JPEG,-100.0
../dataset/imagenet1k/train/n01484850/n01484850_6709.JPEG,-100.0
../dataset/imagenet1k/train/n02123045/n02123045_14156.JPEG,-100.0
../dataset/imagenet1k/train/n02113799/n02113799_11528.JPEG,-100.0
../dataset/imagenet1k/train/n02106550/n02106550_1088.JPEG,-100.0
../dataset/imagenet1k/train/n02226429/n02226429_21556.JPEG,-100.0
../dataset/imagenet1k/train/n02112137/n02112137_11727.JPEG,-100.0
../dataset/imagenet1k/train/n01855672/n01855672_3638.JPEG,-100.0
../dataset/imagenet1k/train/n02363005/n02363005_13993.JPEG,-100.0
../dataset/imagenet1k/train/n02077923/n02077923_3835.JPEG,-100.0
../dataset/imagenet1k/train/n02113023/n02113023_4919.JPEG,-100.0
../dataset/imagenet1k/train/n01443537/n01443537_570.JPEG,-100.0
../dataset/imagenet1k/train/n02423022/n02423022_1054.JPEG,-100.0
../dataset/imagenet1k/train/n02108089/n02108089_23435.JPEG,-100.0
../dataset/imagenet1k/train/n02110958/n02110958_11343.JPEG,-100.0
../dataset/imagenet1k/train/n02134084/n02134084_189.JPEG,-100.0
../dataset/imagenet1k/train/n02233338/n02233338_16954.JPEG,-100.0
../dataset/imagenet1k/train/n01882714/n01882714_6857.JPEG,-100.0
../dataset/imagenet1k/train/n02106030/n02106030_10625.JPEG,-100.0
../dataset/imagenet1k/train/n02233338/n02233338_32837.JPEG,-100.0
../dataset/imagenet1k/train/n01694178/n01694178_6987.JPEG,-100.0
../dataset/imagenet1k/train/n02077923/n02077923_4673.JPEG,-100.0
../dataset/imagenet1k/train/n02110185/n02110185_6470.JPEG,-100.0
../dataset/imagenet1k/train/n02007558/n02007558_13008.JPEG,-100.0
../dataset/imagenet1k/train/n02088094/n02088094_3258.JPEG,-100.0
../dataset/imagenet1k/train/n02114367/n02114367_18247.JPEG,-100.0
../dataset/imagenet1k/train/n02113023/n02113023_3591.JPEG,-100.0
../dataset/imagenet1k/train/n02113023/n02113023_3495.JPEG,-100.0
../dataset/imagenet1k/train/n01944390/n01944390_392.JPEG,-100.0
../dataset/imagenet1k/train/n02410509/n02410509_2050.JPEG,-100.0
../dataset/imagenet1k/train/n01847000/n01847000_12466.JPEG,-100.0
../dataset/imagenet1k/train/n01614925/n01614925_4642.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_9617.JPEG,-100.0
../dataset/imagenet1k/train/n02085620/n02085620_2887.JPEG,-100.0
../dataset/imagenet1k/train/n02096585/n02096585_5468.JPEG,-100.0
../dataset/imagenet1k/train/n02051845/n02051845_35956.JPEG,-100.0
../dataset/imagenet1k/train/n02106166/n02106166_19209.JPEG,-100.0
../dataset/imagenet1k/train/n01677366/n01677366_38403.JPEG,-100.0
../dataset/imagenet1k/train/n01614925/n01614925_13864.JPEG,-100.0
../dataset/imagenet1k/train/n02102318/n02102318_3987.JPEG,-100.0
../dataset/imagenet1k/train/n02051845/n02051845_17929.JPEG,-100.0
../dataset/imagenet1k/train/n02395406/n02395406_20106.JPEG,-100.0
../dataset/imagenet1k/train/n02091134/n02091134_12272.JPEG,-100.0
../dataset/imagenet1k/train/n02114367/n02114367_18444.JPEG,-100.0
../dataset/imagenet1k/train/n02102318/n02102318_8210.JPEG,-100.0
../dataset/imagenet1k/train/n02085620/n02085620_586.JPEG,-100.0
../dataset/imagenet1k/train/n02134084/n02134084_2712.JPEG,-100.0
../dataset/imagenet1k/train/n01531178/n01531178_67129.JPEG,-100.0
../dataset/imagenet1k/train/n02165456/n02165456_5776.JPEG,-100.0
../dataset/imagenet1k/train/n02128385/n02128385_163.JPEG,-100.0
../dataset/imagenet1k/train/n02325366/n02325366_6791.JPEG,-100.0
../dataset/imagenet1k/train/n02088238/n02088238_12734.JPEG,-100.0
../dataset/imagenet1k/train/n01534433/n01534433_15215.JPEG,-100.0
../dataset/imagenet1k/train/n02092339/n02092339_6707.JPEG,-100.0
../dataset/imagenet1k/train/n02346627/n02346627_16914.JPEG,-100.0
../dataset/imagenet1k/train/n02119022/n02119022_10821.JPEG,-100.0
../dataset/imagenet1k/train/n01882714/n01882714_7725.JPEG,-100.0
../dataset/imagenet1k/train/n01774750/n01774750_9514.JPEG,-100.0
../dataset/imagenet1k/train/n02138441/n02138441_3478.JPEG,-100.0
../dataset/imagenet1k/train/n02077923/n02077923_11699.JPEG,-100.0
../dataset/imagenet1k/train/n01531178/n01531178_19247.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_25878.JPEG,-100.0
../dataset/imagenet1k/train/n01534433/n01534433_11285.JPEG,-100.0
../dataset/imagenet1k/train/n01820546/n01820546_2792.JPEG,-100.0
../dataset/imagenet1k/train/n02009912/n02009912_33182.JPEG,-100.0
../dataset/imagenet1k/train/n02317335/n02317335_22609.JPEG,-100.0
../dataset/imagenet1k/train/n02113624/n02113624_8504.JPEG,-100.0
../dataset/imagenet1k/train/n02096585/n02096585_554.JPEG,-100.0
../dataset/imagenet1k/train/n02391049/n02391049_3091.JPEG,-100.0
../dataset/imagenet1k/train/n02106662/n02106662_46288.JPEG,-100.0
../dataset/imagenet1k/train/n01944390/n01944390_33717.JPEG,-100.0
../dataset/imagenet1k/train/n02106166/n02106166_3055.JPEG,-100.0
../dataset/imagenet1k/train/n01484850/n01484850_16857.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_39547.JPEG,-100.0
../dataset/imagenet1k/train/n02094433/n02094433_13551.JPEG,-100.0
../dataset/imagenet1k/train/n02088094/n02088094_6108.JPEG,-100.0
../dataset/imagenet1k/train/n02108089/n02108089_964.JPEG,-100.0
../dataset/imagenet1k/train/n01630670/n01630670_1298.JPEG,-100.0
../dataset/imagenet1k/train/n01986214/n01986214_17396.JPEG,-100.0
../dataset/imagenet1k/train/n02092339/n02092339_5520.JPEG,-100.0
../dataset/imagenet1k/train/n02112018/n02112018_7575.JPEG,-100.0
../dataset/imagenet1k/train/n02091032/n02091032_495.JPEG,-100.0
../dataset/imagenet1k/train/n02085620/n02085620_10074.JPEG,-100.0
../dataset/imagenet1k/train/n02085620/n02085620_9905.JPEG,-100.0
../dataset/imagenet1k/train/n02364673/n02364673_2729.JPEG,-100.0
../dataset/imagenet1k/train/n02106662/n02106662_4956.JPEG,-100.0
../dataset/imagenet1k/train/n02106662/n02106662_12900.JPEG,-100.0
../dataset/imagenet1k/train/n02056570/n02056570_8286.JPEG,-100.0
../dataset/imagenet1k/train/n02113624/n02113624_5123.JPEG,-100.0
../dataset/imagenet1k/train/n02346627/n02346627_2234.JPEG,-100.0
../dataset/imagenet1k/train/n02129604/n02129604_25936.JPEG,-100.0
../dataset/imagenet1k/train/n01494475/n01494475_17164.JPEG,-100.0
../dataset/imagenet1k/train/n02129165/n02129165_42.JPEG,-100.0
../dataset/imagenet1k/train/n01644373/n01644373_2750.JPEG,-100.0
../dataset/imagenet1k/train/n01531178/n01531178_8463.JPEG,-100.0
../dataset/imagenet1k/train/n02110185/n02110185_2312.JPEG,-100.0
../dataset/imagenet1k/train/n01806143/n01806143_9358.JPEG,-100.0
../dataset/imagenet1k/train/n02071294/n02071294_16444.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_8520.JPEG,-100.0
../dataset/imagenet1k/train/n02123045/n02123045_12748.JPEG,-100.0
../dataset/imagenet1k/train/n01855672/n01855672_4340.JPEG,-100.0
../dataset/imagenet1k/train/n01784675/n01784675_15405.JPEG,-100.0
../dataset/imagenet1k/train/n01770393/n01770393_9910.JPEG,-100.0
../dataset/imagenet1k/train/n02325366/n02325366_602.JPEG,-100.0
../dataset/imagenet1k/train/n02092339/n02092339_1690.JPEG,-100.0
../dataset/imagenet1k/train/n01882714/n01882714_11018.JPEG,-100.0
../dataset/imagenet1k/train/n01694178/n01694178_5703.JPEG,-100.0
../dataset/imagenet1k/train/n02364673/n02364673_508.JPEG,-100.0
../dataset/imagenet1k/train/n02099712/n02099712_2876.JPEG,-100.0
../dataset/imagenet1k/train/n01855672/n01855672_46229.JPEG,-100.0
../dataset/imagenet1k/train/n01910747/n01910747_10273.JPEG,-100.0
../dataset/imagenet1k/train/n02088466/n02088466_5002.JPEG,-100.0
../dataset/imagenet1k/train/n02102318/n02102318_11851.JPEG,-100.0
../dataset/imagenet1k/train/n01534433/n01534433_10537.JPEG,-100.0
../dataset/imagenet1k/train/n02129604/n02129604_11022.JPEG,-100.0
../dataset/imagenet1k/train/n02119022/n02119022_6996.JPEG,-100.0
../dataset/imagenet1k/train/n02092339/n02092339_2752.JPEG,-100.0
../dataset/imagenet1k/train/n02099712/n02099712_7775.JPEG,-100.0
../dataset/imagenet1k/train/n02138441/n02138441_3438.JPEG,-100.0
../dataset/imagenet1k/train/n02356798/n02356798_2465.JPEG,-100.0
../dataset/imagenet1k/train/n01820546/n01820546_3348.JPEG,-100.0
../dataset/imagenet1k/train/n02113799/n02113799_5351.JPEG,-100.0
../dataset/imagenet1k/train/n01770393/n01770393_25057.JPEG,-100.0
../dataset/imagenet1k/train/n01847000/n01847000_34504.JPEG,-100.0
../dataset/imagenet1k/train/n01514859/n01514859_11643.JPEG,-100.0
../dataset/imagenet1k/train/n02071294/n02071294_6795.JPEG,-100.0
../dataset/imagenet1k/train/n02113624/n02113624_4685.JPEG,-100.0
../dataset/imagenet1k/train/n02088466/n02088466_4825.JPEG,-100.0
../dataset/imagenet1k/train/n02102318/n02102318_5967.JPEG,-100.0
../dataset/imagenet1k/train/n02086240/n02086240_4625.JPEG,-100.0
../dataset/imagenet1k/train/n02091032/n02091032_6254.JPEG,-100.0
../dataset/imagenet1k/train/n02088094/n02088094_2797.JPEG,-100.0
../dataset/imagenet1k/train/n01774750/n01774750_10657.JPEG,-100.0
../dataset/imagenet1k/train/n01860187/n01860187_34580.JPEG,-100.0
../dataset/imagenet1k/train/n02268443/n02268443_1011.JPEG,-100.0
../dataset/imagenet1k/train/n02138441/n02138441_3357.JPEG,-100.0
../dataset/imagenet1k/train/n02056570/n02056570_1401.JPEG,-100.0
../dataset/imagenet1k/train/n01518878/n01518878_30952.JPEG,-100.0
../dataset/imagenet1k/train/n02346627/n02346627_9849.JPEG,-100.0
../dataset/imagenet1k/train/n02091032/n02091032_9925.JPEG,-100.0
../dataset/imagenet1k/train/n02110341/n02110341_14123.JPEG,-100.0
../dataset/imagenet1k/train/n02088094/n02088094_11212.JPEG,-100.0
../dataset/imagenet1k/train/n02102318/n02102318_4116.JPEG,-100.0
../dataset/imagenet1k/train/n01616318/n01616318_2917.JPEG,-100.0
../dataset/imagenet1k/train/n02391049/n02391049_178.JPEG,-100.0
../dataset/imagenet1k/train/n02219486/n02219486_6723.JPEG,-100.0
../dataset/imagenet1k/train/n02364673/n02364673_1295.JPEG,-100.0
../dataset/imagenet1k/train/n02117135/n02117135_5799.JPEG,-100.0
../dataset/imagenet1k/train/n01986214/n01986214_3412.JPEG,-100.0
../dataset/imagenet1k/train/n02108915/n02108915_1337.JPEG,-100.0
../dataset/imagenet1k/train/n02077923/n02077923_1153.JPEG,-100.0
../dataset/imagenet1k/train/n02268443/n02268443_39764.JPEG,-100.0
../dataset/imagenet1k/train/n02077923/n02077923_7554.JPEG,-100.0
../dataset/imagenet1k/train/n01443537/n01443537_21051.JPEG,-100.0
../dataset/imagenet1k/train/n02363005/n02363005_7033.JPEG,-100.0
../dataset/imagenet1k/train/n02009912/n02009912_27906.JPEG,-100.0
../dataset/imagenet1k/train/n01534433/n01534433_4985.JPEG,-100.0
../dataset/imagenet1k/train/n01806143/n01806143_4988.JPEG,-100.0
../dataset/imagenet1k/train/n02391049/n02391049_7487.JPEG,-100.0
../dataset/imagenet1k/train/n02119022/n02119022_562.JPEG,-100.0
